number,value,datetime_start,datetime_complete,duration,params_PENALTY_STAGNATION,params_REWARD_DISTANCE_COEFF,params_REWARD_SURVIVAL,params_ent_coef,params_lr,state
102,151.6,2026-02-03 15:38:18.287084,2026-02-03 15:40:59.166827,0 days 00:02:40.879743,-0.5630802125748787,0.14878785064962177,0.4847358590944177,0.0008279677599133095,0.0001033581399088068,COMPLETE
103,162.45,2026-02-03 15:40:59.170165,2026-02-03 15:43:37.591234,0 days 00:02:38.421069,-0.28176553487059974,0.15636830501019497,0.4872227245551647,0.0005389786137875793,0.00010504504190232584,COMPLETE
104,160.89999999999998,2026-02-03 15:43:37.594609,2026-02-03 15:46:17.823962,0 days 00:02:40.229353,-0.6114076546781999,0.1467819708997716,0.48193875337881364,0.0006449528610701379,0.00010304557170545182,COMPLETE
105,138.7,2026-02-03 15:46:17.827343,2026-02-03 15:48:53.115325,0 days 00:02:35.287982,-0.5297007202450656,0.15046360608282502,0.3722929696777314,0.0006016353169300397,0.0001653748316691257,COMPLETE
106,104.85,2026-02-03 15:48:53.118709,2026-02-03 15:51:33.537332,0 days 00:02:40.418623,-0.48286554897432993,0.16172014817726826,0.4697940707921757,0.00028510537316706893,0.00015163311461458188,COMPLETE
107,129.5,2026-02-03 15:51:33.541326,2026-02-03 15:54:08.651146,0 days 00:02:35.109820,-0.5813356164414603,0.14349261004603697,0.47567005662342443,0.0004602442444918531,0.00013651725537759272,COMPLETE
108,144.35,2026-02-03 15:54:08.654414,2026-02-03 15:56:42.961249,0 days 00:02:34.306835,-0.45551849750054585,0.12760709348636143,0.4571877195857158,0.0007814383479769864,0.00014492961581747085,COMPLETE
109,130.55,2026-02-03 18:23:06.811247,2026-02-03 18:25:30.829194,0 days 00:02:24.017947,-0.5425954908610677,0.14152207666148942,0.4677635229452614,0.0008908593302937031,9.419233964050994e-05,COMPLETE
110,157.7,2026-02-03 18:25:30.834010,2026-02-03 18:27:50.839500,0 days 00:02:20.005490,-0.6015063955563464,0.13970088749589527,0.4636030360920364,0.0005124836747533011,0.00010064887040347949,COMPLETE
111,105.6,2026-02-03 18:27:50.842947,2026-02-03 18:30:13.980647,0 days 00:02:23.137700,-0.10205512713055137,0.14057028925489046,0.47302175569923677,0.0005511647974486774,9.707426681518847e-05,COMPLETE
112,112.4,2026-02-03 18:30:13.984312,2026-02-03 18:32:36.436875,0 days 00:02:22.452563,-0.33810516563653725,0.13336258846694113,0.4257420413048463,0.0009631377920721011,0.00010065789328986055,COMPLETE
113,119.75,2026-02-03 18:32:36.440516,2026-02-03 18:35:15.639558,0 days 00:02:39.199042,-0.6197245760444373,0.13195499889631074,0.4630885782953958,0.0009627428604468616,9.569674776581301e-05,COMPLETE
114,138.45,2026-02-03 18:35:15.643478,2026-02-03 18:37:53.505296,0 days 00:02:37.861818,-0.5555366309738882,0.13816257411192218,0.46876327346184365,0.0009310426114534746,0.00014179158386044843,COMPLETE
115,162.65,2026-02-03 18:37:53.509324,2026-02-03 18:40:26.877791,0 days 00:02:33.368467,-0.21996609105169926,0.13722915725780388,0.47261666286255793,0.0008377084818744954,9.301115798170268e-05,COMPLETE
116,120.6,2026-02-03 18:40:26.882006,2026-02-03 18:42:54.226857,0 days 00:02:27.344851,-0.6740596013377715,0.13920783291555872,0.4662762557505445,0.0004789423086768962,0.00012759903391634095,COMPLETE
117,129.14999999999998,2026-02-03 18:42:54.231112,2026-02-03 18:45:22.769122,0 days 00:02:28.538010,-0.5868526046167416,0.13609513881432012,0.41791361370949487,0.0009828683907020903,9.86960880489691e-05,COMPLETE
118,107.65,2026-02-03 18:45:22.773705,2026-02-03 18:47:50.791488,0 days 00:02:28.017783,-0.5693626479498219,0.13851669678435904,0.4759838513088771,0.0009185909560313423,0.0001205032524201153,COMPLETE
119,141.60000000000002,2026-02-03 18:47:50.795313,2026-02-03 18:50:19.123656,0 days 00:02:28.328343,-0.6365717985273397,0.14030792401545608,0.47945161894811517,0.0008805533196147037,0.00011000199399611509,COMPLETE
120,157.8,2026-02-03 18:50:19.127399,2026-02-03 18:52:46.323756,0 days 00:02:27.196357,-0.5089297937603913,0.14275941285447,0.41187123985304597,0.0009092308130352307,0.0001473947718806679,COMPLETE
121,111.4,2026-02-03 18:52:46.327541,2026-02-03 18:55:13.465265,0 days 00:02:27.137724,-0.6496599795829887,0.13213180438958327,0.46298495454203664,0.0005741428521670375,9.245565235219362e-05,COMPLETE
122,155.89999999999998,2026-02-03 18:55:13.469231,2026-02-03 18:57:43.365942,0 days 00:02:29.896711,-0.571802139665836,0.14535174169100917,0.468860335573603,0.0009409466699255394,0.0001124292078872168,COMPLETE
123,121.1,2026-02-03 18:57:43.369791,2026-02-03 19:00:17.188910,0 days 00:02:33.819119,-0.5407830171946498,0.1475281489607414,0.4625039865395484,0.000965552129632383,0.0001067954663267135,COMPLETE
124,177.2,2026-02-03 19:00:17.192503,2026-02-03 19:02:50.659880,0 days 00:02:33.467377,-0.5938149144266589,0.1455566643997544,0.4329189687807409,0.0008567812025599313,9.913385146155292e-05,COMPLETE
