number,value,datetime_start,datetime_complete,duration,params_PENALTY_STAGNATION,params_REWARD_DISTANCE_COEFF,params_REWARD_SURVIVAL,params_ent_coef,params_lr,state
44,122.7,2026-02-04 23:31:09.931324,2026-02-04 23:33:22.616808,0 days 00:02:12.685484,-0.13557042161400087,0.11047341649666213,0.26064325462065435,0.00026941047971221026,1.080125066398454e-05,COMPLETE
45,113.9,2026-02-04 23:33:22.619826,2026-02-04 23:35:33.866611,0 days 00:02:11.246785,-0.3134252539945349,0.14484029857099281,0.22259971430723172,0.0001394217065758293,1.850765831489966e-05,COMPLETE
46,117.15,2026-02-04 23:35:33.869674,2026-02-04 23:37:46.333656,0 days 00:02:12.463982,-0.18774200477834946,0.08606947354299943,0.13392063532004644,0.0001906746028257023,2.6010607127488542e-05,COMPLETE
47,149.1,2026-02-04 23:37:46.336735,2026-02-04 23:39:59.567873,0 days 00:02:13.231138,-0.25230679531155004,0.12569258902274352,0.17622430170238912,9.886738370418667e-05,3.256884507092831e-05,COMPLETE
48,122.55,2026-02-04 23:39:59.570832,2026-02-04 23:42:12.719155,0 days 00:02:13.148323,-0.11445067059370354,0.16012919852526947,0.3091869190389124,0.0005168819177038708,0.0001688681790584324,COMPLETE
49,122.55,2026-02-04 23:42:12.722051,2026-02-04 23:44:26.544732,0 days 00:02:13.822681,-0.07664823932457634,0.14118106309057193,0.06803889350400003,0.00028513060026918167,3.5362625521705496e-05,COMPLETE
50,125.95,2026-02-04 23:44:26.547951,2026-02-04 23:46:39.350699,0 days 00:02:12.802748,-0.17786985819863022,0.10757590703272296,0.21229497649513374,0.0003444095211891268,5.025424009512723e-05,COMPLETE
51,115.3,2026-02-04 23:46:39.353729,2026-02-04 23:48:52.619951,0 days 00:02:13.266222,-0.0021861296408287323,0.15756844786294538,0.42887392784448614,8.654938606150416e-05,2.1795350731481822e-05,COMPLETE
52,137.55,2026-02-04 23:48:52.622863,2026-02-04 23:51:05.171647,0 days 00:02:12.548784,-0.2647852957221737,0.12322296291095507,0.1799562269087015,0.000101584908354897,3.885476706840954e-05,COMPLETE
53,123.95,2026-02-04 23:51:05.174693,2026-02-04 23:53:18.490986,0 days 00:02:13.316293,-0.23775801589975298,0.1235966577289029,0.17014654830337647,0.0001333155721886477,6.551588891088629e-05,COMPLETE
54,144.35,2026-02-04 23:53:18.494058,2026-02-04 23:55:30.565978,0 days 00:02:12.071920,-0.6844886116442851,0.1375170858413007,0.1961775234154584,5.933565042469259e-05,1.5422360004228064e-05,COMPLETE
55,129.3,2026-02-04 23:55:30.569162,2026-02-04 23:57:41.693246,0 days 00:02:11.124084,-0.10873209382324016,0.1697166470515056,0.1280090377315971,6.900157039698771e-05,3.3044704942183814e-05,COMPLETE
56,117.9,2026-02-04 23:57:41.696142,2026-02-04 23:59:53.127548,0 days 00:02:11.431406,-0.1568256718535135,0.12769518870128,0.24878478616060848,0.00011365970098952919,2.4579003760589757e-05,COMPLETE
57,146.75,2026-02-04 23:59:53.130661,2026-02-05 00:02:05.745907,0 days 00:02:12.615246,-0.580128237202488,0.1095682201332146,0.2750225196383961,0.00020586107292391083,0.0002327528909227424,COMPLETE
58,151.35,2026-02-05 00:02:05.748843,2026-02-05 00:04:16.201929,0 days 00:02:10.453086,-0.2450136586936668,0.018526445207878817,0.07684487398772054,0.00016138453843441824,9.435534966530051e-05,COMPLETE
59,97.75,2026-02-05 00:04:16.204862,2026-02-05 00:06:27.805168,0 days 00:02:11.600306,-0.05805005197074538,0.0174157288114801,0.04296536416898553,0.00016448072700813097,9.925841250163072e-05,COMPLETE
60,156.85000000000002,2026-02-05 00:06:27.808276,2026-02-05 00:08:37.697789,0 days 00:02:09.889513,-0.44174858680886575,0.01608834639540311,0.08198948258748257,0.00015596695400270962,8.931349082011824e-05,COMPLETE
61,110.75,2026-02-05 00:08:37.700794,2026-02-05 00:10:48.214942,0 days 00:02:10.514148,-0.7893479326174028,0.01613088203727645,0.012014018500187795,0.00014283679978052005,0.00015926233727547317,COMPLETE
62,143.5,2026-02-05 00:10:48.217861,2026-02-05 00:12:59.143992,0 days 00:02:10.926131,-0.40508070282231057,0.014354045653836637,0.07778914605741771,0.00017896857077350466,0.000112673291425815,COMPLETE
63,156.8,2026-02-05 00:12:59.146871,2026-02-05 00:15:09.840485,0 days 00:02:10.693614,-0.3378425598310352,0.03130233222769077,0.05081167327116762,0.00011871529180888209,8.466293462467581e-05,COMPLETE
64,133.45,2026-02-05 00:15:09.843519,2026-02-05 00:17:20.821514,0 days 00:02:10.977995,-0.4457709511625875,0.056159577614271754,0.03741537319229729,0.0001183720540602926,8.60096343462338e-05,COMPLETE
65,98.8,2026-02-05 00:17:20.824636,2026-02-05 00:19:30.793299,0 days 00:02:09.968663,-0.33769539681049443,0.028080955259330697,0.029824158444944515,0.0002059490940351515,6.875828970932342e-05,COMPLETE
66,142.85,2026-02-05 00:19:30.796170,2026-02-05 00:21:44.882853,0 days 00:02:14.086683,-0.3742389853451192,0.02203811059202513,0.09292646283656406,0.00012954473486092655,6.157681327331369e-05,COMPLETE
67,115.15,2026-02-05 00:21:44.885906,2026-02-05 00:23:56.582175,0 days 00:02:11.696269,-0.4769593985709088,0.013439058872382136,0.059647551579996114,0.0005777041443063084,0.00012842642337192167,COMPLETE
68,144.8,2026-02-05 00:23:56.585103,2026-02-05 00:26:06.540246,0 days 00:02:09.955143,-0.2060923065981301,0.03661430336339272,0.021892285164297587,0.000251645047010629,0.0002999489777318005,COMPLETE
